p1_id,p2_id,doc_id,sentence_index,label,expectation,tokens,p1_text,p1_start,p1_end,p2_text,p2_start,p2_end,features,weights
d650e041-5a0d-4f8b-977c-0b0b5ebd5609_198_2_2,d650e041-5a0d-4f8b-977c-0b0b5ebd5609_198_4_4,d650e041-5a0d-4f8b-977c-0b0b5ebd5609,198,,0.969,"{Jill,"","",Judith,and,Stephanie,"","",artists,connected,through,their,locality,and,connections,with,Mid,Cheshire,College,and,the,pursuit,of,fine,contemporary,craft,.}",Judith,2,2,Stephanie,4,4,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[,]_[,]"",LENGTHS_[1_1],""W_NER_L_2_R_1_[PERSON O]_[O]"",""BETW_L_[conj_and conj_and]"",""W_NER_L_2_R_3_[PERSON O]_[O O O]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_3_R_1_[O PERSON O]_[O]"",""W_NER_L_3_R_3_[O PERSON O]_[O O O]"",""W_NER_L_3_R_2_[O PERSON O]_[O O]"",""W_NER_L_2_R_2_[PERSON O]_[O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""BETW_D_[conj_and Jill conj_and]"",""W_LEMMA_L_3_R_2_[. Jill ,]_[, artist]"",""W_LEMMA_L_2_R_3_[Jill ,]_[, artist connect]"",""W_LEMMA_L_1_R_3_[,]_[, artist connect]"",""W_LEMMA_L_2_R_1_[Jill ,]_[,]"",""W_LEMMA_L_3_R_1_[. Jill ,]_[,]"",""W_LEMMA_L_1_R_2_[,]_[, artist]"",""W_LEMMA_L_2_R_2_[Jill ,]_[, artist]"",""W_LEMMA_L_3_R_3_[. Jill ,]_[, artist connect]"",""BETW_[conj_and Jill conj_and]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.464041,-0.327916,-0.248478,0.215372,-0.179293,0.159001,-0.0870379,-0.0361219,-0.0154805,-0.0100601,-0.00337211,0,0,0,0,0,0,0,0,0,0}"
5a52d4fc-6cac-4565-b246-eccba0728f50_12_8_10,5a52d4fc-6cac-4565-b246-eccba0728f50_12_5_6,5a52d4fc-6cac-4565-b246-eccba0728f50,12,,0.993,"{In,a,red,tee,shirt,Mustafa,Halil,and,Hassan,Ali,Salih,in,a,blue,check,shirt,arrived,at,court,looking,distraught,.}",Hassan Ali Salih,8,10,Mustafa Halil,5,6,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[3_2],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_3_R_1_[red tee shirt]_[in]"",""INV_W_LEMMA_L_3_R_3_[red tee shirt]_[in a blue]"",""INV_W_LEMMA_L_3_R_2_[red tee shirt]_[in a]"",""INV_W_LEMMA_L_2_R_2_[tee shirt]_[in a]"",""INV_W_LEMMA_L_1_R_3_[shirt]_[in a blue]"",""INV_W_LEMMA_L_2_R_3_[tee shirt]_[in a blue]"",INV_W_LEMMA_L_1_R_1_[shirt]_[in],""INV_W_LEMMA_L_2_R_1_[tee shirt]_[in]"",""INV_W_LEMMA_L_1_R_2_[shirt]_[in a]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.39776,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0}"
7380d7da-897f-4471-866f-56947a097ce0_223_12_12,7380d7da-897f-4471-866f-56947a097ce0_223_14_14,7380d7da-897f-4471-866f-56947a097ce0,223,,0.991,"{The,court,calculated,a,tax,loss,of,approximately,$,15,million,from,Hough,and,Fredrick,'s,scheme,for,the,years,2003,through,2008,.}",Hough,12,12,Fredrick,14,14,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_2_[MONEY O]_[O O]"",""W_NER_L_3_R_2_[MONEY MONEY O]_[O O]"",""W_NER_L_2_R_1_[MONEY O]_[O]"",""W_NER_L_3_R_1_[MONEY MONEY O]_[O]"",""W_NER_L_3_R_3_[MONEY MONEY O]_[O O O]"",""W_NER_L_2_R_3_[MONEY O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",W_LEMMA_L_1_R_1_[from]_['s],""W_LEMMA_L_2_R_1_[million from]_['s]"",""W_LEMMA_L_3_R_1_[_NUMBER million from]_['s]"",""W_LEMMA_L_3_R_3_[_NUMBER million from]_['s scheme for]"",""W_LEMMA_L_3_R_2_[_NUMBER million from]_['s scheme]"",""W_LEMMA_L_2_R_3_[million from]_['s scheme for]"",""W_LEMMA_L_2_R_2_[million from]_['s scheme]"",""W_LEMMA_L_1_R_2_[from]_['s scheme]"",""W_LEMMA_L_1_R_3_[from]_['s scheme for]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,-0.327916,0.325916,0.324841,0.159001,0.0311634,0.0311634,0.00391299,0.00391299,0.00375901,0.00375901,-0.00337211,-0.00163708,0,0,0,0,0,0,0,0}"
8153902a-d8a9-4e66-84b9-283fb1a3aebc_9_40_40,8153902a-d8a9-4e66-84b9-283fb1a3aebc_9_42_42,8153902a-d8a9-4e66-84b9-283fb1a3aebc,9,,0.997,"{❤,@whoseempire,A,photo,posted,by,Beau,Ryan,Kara,-LRB-,@beauryanandkara,-RRB-,on,Aug,30,"","",2015,at,11:07,pm,PDT,Comments,on,an,Instagram,post,of,the,same,image,seemed,to,be,a,little,more,forgiving,"","",potentially,because,Beau,and,Kara,share,an,Instagram,account,.}",Beau,40,40,Kara,42,42,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],LEMMA_SEQ_[and],WORD_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],BETW_L_[conj_and],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",LENGTHS_[0_0],""W_NER_L_1_R_3_[O]_[O O MISC]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_3_R_3_[O O O]_[O O MISC]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O MISC]"",""W_LEMMA_L_2_R_3_[potentially because]_[share a Instagram]"",W_LEMMA_L_1_R_1_[because]_[share],""W_LEMMA_L_3_R_1_[, potentially because]_[share]"",""W_LEMMA_L_3_R_2_[, potentially because]_[share a]"",""W_LEMMA_L_2_R_2_[potentially because]_[share a]"",""W_LEMMA_L_1_R_3_[because]_[share a Instagram]"",""W_LEMMA_L_2_R_1_[potentially because]_[share]"",""W_LEMMA_L_1_R_2_[because]_[share a]"",""W_LEMMA_L_3_R_3_[, potentially because]_[share a Instagram]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.329788,0.325916,0.324841,-0.144905,-0.141798,0.130631,-0.127049,0.0691858,0.0456837,-0.0214841,-0.00337211,-0.00332832,0,0,0,0,0,0,0,0,0}"
c3e02b2d-20e4-4cbc-a72b-a58664410053_24_30_31,c3e02b2d-20e4-4cbc-a72b-a58664410053_24_27_28,c3e02b2d-20e4-4cbc-a72b-a58664410053,24,,0.991,"{Among,the,dignitaries,at,the,funeral,were,assistant,ministers,of,Agriculture,and,Education,and,Skills,Development,Messers,Fidelis,Molao,and,Moisiraele,Goya,respectively,"","",former,MPs,Mr,Boyce,Sebetlela,and,Pono,Moatlhodi,.}",Pono Moatlhodi,30,31,Boyce Sebetlela,27,28,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[O O]_[O]"",INV_LENGTHS_[2_3],INV_W_LEMMA_L_1_R_1_[Mr]_[.],""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_W_LEMMA_L_2_R_1_[mp Mr]_[.]"",""INV_W_LEMMA_L_3_R_1_[former mp Mr]_[.]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,-0.181359,-0.0790853,-0.0614581,0.00138261,0,0}"
41b118a7-46bb-49d2-8f53-fe14fd26202a_26_20_20,41b118a7-46bb-49d2-8f53-fe14fd26202a_26_18_18,41b118a7-46bb-49d2-8f53-fe14fd26202a,26,,0.993,"{Celebrity,Big,Brother,'s,James,Hill,and,Austin,Armacost,-LRB-,Channel,5,It,'s,been,fascinating,to,watch,James,and,Austin,'s,friendship,play,out,live,on,a,.}",Austin,20,20,James,18,18,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_3_[O O O]_[O O O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O O O]_[O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",""INV_BETW_L_[poss conj_and xcomp dobj]"",""INV_W_LEMMA_L_3_R_2_[fascinating to watch]_['s friendship]"",INV_W_LEMMA_L_1_R_1_[watch]_['s],""INV_W_LEMMA_L_3_R_3_[fascinating to watch]_['s friendship play]"",""INV_W_LEMMA_L_1_R_2_[watch]_['s friendship]"",""INV_BETW_[poss play conj_and fascinating xcomp watch dobj]"",""INV_W_LEMMA_L_3_R_1_[fascinating to watch]_['s]"",""INV_W_LEMMA_L_1_R_3_[watch]_['s friendship play]"",""INV_W_LEMMA_L_2_R_1_[to watch]_['s]"",""INV_W_LEMMA_L_2_R_3_[to watch]_['s friendship play]"",""INV_BETW_D_[poss play conj_and fascinating xcomp watch dobj]"",""INV_W_LEMMA_L_2_R_2_[to watch]_['s friendship]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,-0.282554,0.240517,-0.181359,-0.156288,0.055645,-0.0407692,0.020562,0.00925519,0.00138261,0,0,0,0,0,0,0,0,0,0,0,0}"
9e04eb93-111e-4430-ab7c-45d3337b9eb5_1_8_9,9e04eb93-111e-4430-ab7c-45d3337b9eb5_1_5_6,9e04eb93-111e-4430-ab7c-45d3337b9eb5,1,,0.991,"{ONTARIO,>>,South,Ontario,residents,Esther,Ponce,and,Joe,Ponce,were,alarmed,in,recent,days,to,learn,about,a,new,finding,showing,the,area,in,which,they,live,registered,the,worst,air,pollution,from,vehicle,exhaust,soot,"","",or,fine-particulate,matter,"","",in,the,four-county,region,.}",Joe Ponce,8,9,Esther Ponce,5,6,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[LOCATION O]_[O]"",""INV_W_NER_L_2_R_2_[LOCATION O]_[O O]"",""INV_W_NER_L_2_R_3_[LOCATION O]_[O O O]"",INV_LENGTHS_[1_2],""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[LOCATION LOCATION O]_[O O]"",""INV_W_NER_L_3_R_1_[LOCATION LOCATION O]_[O]"",""INV_W_NER_L_3_R_3_[LOCATION LOCATION O]_[O O O]"",INV_W_LEMMA_L_1_R_1_[resident]_[be],""INV_W_LEMMA_L_1_R_2_[resident]_[be alarm]"",""INV_W_LEMMA_L_2_R_3_[Ontario resident]_[be alarm in]"",""INV_W_LEMMA_L_3_R_2_[South Ontario resident]_[be alarm]"",""INV_W_LEMMA_L_1_R_3_[resident]_[be alarm in]"",""INV_W_LEMMA_L_3_R_1_[South Ontario resident]_[be]"",""INV_W_LEMMA_L_2_R_1_[Ontario resident]_[be]"",""INV_W_LEMMA_L_2_R_2_[Ontario resident]_[be alarm]"",""INV_W_LEMMA_L_3_R_3_[South Ontario resident]_[be alarm in]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,0.334665,0.330707,0.324957,-0.282554,0.240517,0.218971,-0.165087,-0.0777648,-0.0594608,-0.0407692,-0.0368869,-0.0329166,0.00290378,-9.76453e-07,0,0,0,0,0,0,0,0}"
e242bcd8-c28e-4709-a3c6-51a8f5be3222_17_73_74,e242bcd8-c28e-4709-a3c6-51a8f5be3222_17_76_77,e242bcd8-c28e-4709-a3c6-51a8f5be3222,17,,0.998,"{Colorful,:,The,background,of,the,stage,was,a,bright,red,"","",and,it,was,decorated,in,pink,"","",white,"","",and,orange,decor,Feeling,the,music,:,Chris,looked,passionate,as,he,performed,onstage,at,his,event,Mindful,:,During,his,performance,Chris,could,be,seen,dancing,in,front,of,a,bright,red,backdrop,which,called,for,changes,such,as,quality,education,"","",gender,equality,"","",and,affordable,and,clean,energy,Hosts,Hugh,Jackman,and,Stephen,Colbert,also,took,the,stage,"","",entertaining,the,crowd,as,the,new,The,Late,Show,host,stepped,onto,stage,in,a,giant,trench,coat,"","",later,to,reveal,the,fact,that,he,was,sitting,on,the,shoulders,of,the,Wolverine,star,.}",Hugh Jackman,73,74,Stephen Colbert,76,77,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],LENGTHS_[2_3],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""BETW_L_[dep dep]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_1_[energy host]_[also]"",""W_LEMMA_L_2_R_3_[energy host]_[also take the]"",""W_LEMMA_L_3_R_3_[clean energy host]_[also take the]"",""W_LEMMA_L_3_R_1_[clean energy host]_[also]"",""W_LEMMA_L_1_R_3_[host]_[also take the]"",""W_LEMMA_L_3_R_2_[clean energy host]_[also take]"",""BETW_[dep star dep]"",""W_LEMMA_L_2_R_2_[energy host]_[also take]"",W_LEMMA_L_1_R_1_[host]_[also],""BETW_D_[dep star dep]"",""W_LEMMA_L_1_R_2_[host]_[also take]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.365523,0.159001,-0.144905,-0.141798,0.104922,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0,0,0,0}"
3c4bbb69-8f52-404c-8a89-d42644eee65c_11_0_0,3c4bbb69-8f52-404c-8a89-d42644eee65c_11_2_2,3c4bbb69-8f52-404c-8a89-d42644eee65c,11,,0.99,"{Boehner,and,McConnell,"","",meanwhile,"","",have,indicated,they,will,hold,votes,to,keep,the,government,open,without,tying,them,to,a,fight,over,abortion,--,a,betrayal,to,some,social,conservatives,.}",Boehner,0,0,McConnell,2,2,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_LEMMA_L_1_R_1_[.]_[,]"",BETW_L_[conj_and],LENGTHS_[1_1],BETW_[conj_and],BETW_D_[conj_and],""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[O O O]_[O]"",""W_NER_L_3_R_3_[O O O]_[O O O]"",""W_NER_L_2_R_2_[O O]_[O O]"",""W_NER_L_3_R_2_[O O O]_[O O]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_1_R_2_[.]_[, meanwhile]"",""W_LEMMA_L_3_R_1_[social conservative .]_[,]"",""W_LEMMA_L_1_R_3_[.]_[, meanwhile ,]"",""W_LEMMA_L_3_R_3_[social conservative .]_[, meanwhile ,]"",""W_LEMMA_L_3_R_2_[social conservative .]_[, meanwhile]"",""W_LEMMA_L_2_R_1_[conservative .]_[,]"",""W_LEMMA_L_2_R_3_[conservative .]_[, meanwhile ,]"",""W_LEMMA_L_2_R_2_[conservative .]_[, meanwhile]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.357703,0.329788,-0.327916,0.325916,0.324841,0.159001,-0.144905,-0.141798,-0.0915892,0.0691858,0.0456837,0.0230933,-0.00337211,0,0,0,0,0,0,0,0}"
70aa0237-04fc-4924-a736-8600d983099d_11_5_6,70aa0237-04fc-4924-a736-8600d983099d_11_8_9,70aa0237-04fc-4924-a736-8600d983099d,11,,0.988,"{She,credits,two,instructors,"","",Colleen,Henderson,and,Kelly,Vranch,as,being,especially,helpful,to,her,.}",Colleen Henderson,5,6,Kelly Vranch,8,9,"{NER_SEQ_[O],NGRAM_1_[and],POS_SEQ_[CC],WORD_SEQ_[and],LEMMA_SEQ_[and],STARTS_WITH_CAPITAL_[True_True],W_NER_L_1_R_1_[O]_[O],""W_NER_L_3_R_2_[NUMBER O O]_[O O]"",""BETW_L_[conj_and conj_and]"",""W_NER_L_3_R_3_[NUMBER O O]_[O O O]"",""W_NER_L_1_R_3_[O]_[O O O]"",""W_NER_L_2_R_1_[O O]_[O]"",""W_NER_L_3_R_1_[NUMBER O O]_[O]"",LENGTHS_[3_2],""W_NER_L_2_R_2_[O O]_[O O]"",""W_LEMMA_L_1_R_1_[,]_[as]"",""W_NER_L_2_R_3_[O O]_[O O O]"",""W_NER_L_1_R_2_[O]_[O O]"",""W_LEMMA_L_2_R_3_[instructor ,]_[as be especially]"",""W_LEMMA_L_1_R_2_[,]_[as be]"",""W_LEMMA_L_2_R_2_[instructor ,]_[as be]"",""W_LEMMA_L_3_R_1_[two instructor ,]_[as]"",""W_LEMMA_L_3_R_2_[two instructor ,]_[as be]"",""BETW_D_[conj_and instructor conj_and]"",""W_LEMMA_L_1_R_3_[,]_[as be especially]"",""W_LEMMA_L_2_R_1_[instructor ,]_[as]"",""W_LEMMA_L_3_R_3_[two instructor ,]_[as be especially]"",""BETW_[conj_and instructor conj_and]""}","{2.9128,-2.48631,1.97968,1.94885,1.94885,-1.87337,-0.692339,0.265898,0.215372,0.20021,0.159001,-0.144905,0.144814,-0.135636,0.0691858,-0.0617863,0.0230933,-0.00337211,0,0,0,0,0,0,0,0,0,0}"
abc207ee-42fe-4595-bfe4-d9a49a6d829a_7_20_20,abc207ee-42fe-4595-bfe4-d9a49a6d829a_7_18_18,abc207ee-42fe-4595-bfe4-d9a49a6d829a,7,,0.992,"{It,is,so,important,to,have,a,memorial,garden,"","",a,place,where,people,can,remember,Gary,and,Chris,and,Graham,.,''}",Graham,20,20,Chris,18,18,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_W_NER_L_1_R_1_[O]_[O],INV_W_LEMMA_L_1_R_1_[and]_[.],""INV_W_NER_L_2_R_1_[PERSON O]_[O]"",""INV_BETW_L_[conj_and conj_and]"",""INV_W_NER_L_3_R_1_[O PERSON O]_[O]"",""INV_W_NER_L_2_R_2_[PERSON O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_2_[O PERSON O]_[O O]"",""INV_W_LEMMA_L_1_R_2_[and]_[. '']"",""INV_W_LEMMA_L_2_R_2_[Gary and]_[. '']"",""INV_W_LEMMA_L_2_R_1_[Gary and]_[.]"",""INV_BETW_[conj_and Gary conj_and]"",""INV_W_LEMMA_L_3_R_1_[remember Gary and]_[.]"",""INV_BETW_D_[conj_and Gary conj_and]"",""INV_W_LEMMA_L_3_R_2_[remember Gary and]_[. '']""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,-0.282554,0.206771,-0.20124,0.121314,-0.0502434,-0.044868,-0.0407692,-0.0271808,-0.00920731,0,0,0,0,0,0}"
978ac144-df95-4113-be15-febf5bbb05f4_7_3_3,978ac144-df95-4113-be15-febf5bbb05f4_7_1_1,978ac144-df95-4113-be15-febf5bbb05f4,7,,0.99,"{While,Tomas,and,Rachel,were,big,OU,fans,"","",they,stayed,true,to,their,roots,and,hosted,pre-game,parties,for,fellow,New,Mexico,State,University,alumni,whenever,the,Aggies,were,in,town,to,play,Sooners,.}",Rachel,3,3,Tomas,1,1,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_1_[ORGANIZATION O O]_[O]"",""INV_W_NER_L_2_R_2_[O O]_[O O]"",""INV_W_NER_L_3_R_2_[ORGANIZATION O O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_3_R_3_[ORGANIZATION O O]_[O O O]"",""INV_W_NER_L_2_R_3_[O O]_[O O O]"",""INV_W_LEMMA_L_2_R_1_[. while]_[be]"",INV_W_LEMMA_L_1_R_1_[while]_[be],""INV_W_LEMMA_L_2_R_3_[. while]_[be big OU]"",""INV_W_LEMMA_L_1_R_3_[while]_[be big OU]"",""INV_W_LEMMA_L_2_R_2_[. while]_[be big]"",""INV_W_LEMMA_L_3_R_2_[Sooners . while]_[be big]"",""INV_W_LEMMA_L_1_R_2_[while]_[be big]"",""INV_W_LEMMA_L_3_R_1_[Sooners . while]_[be]"",""INV_W_LEMMA_L_3_R_3_[Sooners . while]_[be big OU]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,0.334665,0.330707,0.324957,-0.282554,0.240517,-0.181359,0.0950518,0.055645,0.0529118,-0.0407692,0.0261313,0.00925519,-0.00388636,0.00110365,0,0,0,0,0,0,0}"
9ea62b54-502e-4405-bd78-6dffe544f625_60_16_16,9ea62b54-502e-4405-bd78-6dffe544f625_60_14_14,9ea62b54-502e-4405-bd78-6dffe544f625,60,,0.989,"{Once,the,Court,heard,the,matter,"","",it,was,quickly,decided,to,acquit,both,Mhlongo,and,Nkosi,.}",Nkosi,16,16,Mhlongo,14,14,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_WORD_SEQ_[and],INV_LEMMA_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_BETW_D_[conj_and],INV_BETW_L_[conj_and],INV_BETW_[conj_and],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_2_R_1_[O O]_[O]"",""INV_W_NER_L_3_R_1_[O O O]_[O]"",INV_W_LEMMA_L_1_R_1_[both]_[.],""INV_W_LEMMA_L_3_R_1_[to acquit both]_[.]"",""INV_W_LEMMA_L_2_R_1_[acquit both]_[.]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,0.334665,0.330707,0.324957,-0.282554,-0.181359,0.00138261,-3.70541e-06,0,0}"
aed3bb2b-c718-4b1b-a385-7c631fa5055f_14_6_6,aed3bb2b-c718-4b1b-a385-7c631fa5055f_14_4_4,aed3bb2b-c718-4b1b-a385-7c631fa5055f,14,,0.996,"{Throughout,the,years,"","",Rogers,and,Henley,have,always,remained,friends,and,Rogers,',appreciation,for,Henley,'s,talent,remains,undimmed,.}",Henley,6,6,Rogers,4,4,"{INV_NER_SEQ_[O],INV_NGRAM_1_[and],INV_POS_SEQ_[CC],INV_LEMMA_SEQ_[and],INV_WORD_SEQ_[and],IS_INVERTED,INV_STARTS_WITH_CAPITAL_[True_True],INV_LENGTHS_[1_1],INV_W_NER_L_1_R_1_[O]_[O],""INV_W_NER_L_1_R_3_[O]_[O O O]"",""INV_W_LEMMA_L_1_R_1_[,]_[have]"",""INV_W_NER_L_3_R_1_[DURATION DURATION O]_[O]"",""INV_W_NER_L_3_R_3_[DURATION DURATION O]_[O O O]"",""INV_BETW_L_[conj_and conj_and]"",""INV_W_NER_L_3_R_2_[DURATION DURATION O]_[O O]"",""INV_W_LEMMA_L_2_R_1_[year ,]_[have]"",""INV_W_NER_L_2_R_1_[DURATION O]_[O]"",""INV_W_NER_L_2_R_2_[DURATION O]_[O O]"",""INV_W_NER_L_1_R_2_[O]_[O O]"",""INV_W_NER_L_2_R_3_[DURATION O]_[O O O]"",""INV_W_LEMMA_L_3_R_3_[the year ,]_[have always remain]"",""INV_W_LEMMA_L_3_R_2_[the year ,]_[have always]"",""INV_BETW_D_[conj_and throughout conj_and]"",""INV_W_LEMMA_L_3_R_1_[the year ,]_[have]"",""INV_W_LEMMA_L_1_R_2_[,]_[have always]"",""INV_W_LEMMA_L_1_R_3_[,]_[have always remain]"",""INV_W_LEMMA_L_2_R_3_[year ,]_[have always remain]"",""INV_BETW_[conj_and throughout conj_and]"",""INV_W_LEMMA_L_2_R_2_[year ,]_[have always]""}","{2.94252,-2.52698,2.01443,1.98219,1.98219,-1.41634,-0.949953,-0.335261,-0.282554,0.240517,0.15268,0.130946,0.122496,0.121314,0.0850945,0.082964,-0.0752827,-0.0501564,-0.0407692,-0.00485927,0,0,0,0,0,0,0,0,0}"
