relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length
NYT_ENG_20080215.0053.LDC2009T13_848_17-NYT_ENG_20080215.0053.LDC2009T13_848_27,NYT_ENG_20080215.0053.LDC2009T13_848,Vivian O'Gara Weyerhaeuser-Nicole Heymann,,0.002,"{Besides,his,son,John,"","",Piasecki,is,survived,by,his,wife,of,49,years,"","",the,former,Vivian,O'Gara,Weyerhaeuser,;,two,daughters,:,Lynn,Cunningham,and,Nicole,Heymann,;,four,other,sons,"","",Frederick,"","",Frank,"","",Michael,and,Gregory,;,and,13,grandchildren,.}",17,3,27,2
AFP_ENG_20070719.0127.LDC2009T13_694_40-AFP_ENG_20070719.0127.LDC2009T13_694_8,AFP_ENG_20070719.0127.LDC2009T13_694,Mark Hensby-David Coupland,,0,"{79,-,David,Higgins,-LRB-,IRL,-RRB-,"","",David,Coupland,-LRB-,ENG,-,a,-RRB-,"","",Scott,Drummond,-LRB-,SCO,-RRB-,"","",Nick,Faldo,-LRB-,ENG,-RRB-,"","",Davis,Love,-LRB-,USA,-RRB-,"","",Adam,Groom,-LRB-,AUS,-RRB-,"","",Mark,Hensby,-LRB-,AUS,-RRB-}",40,2,8,2
45661@43_21-45661@43_26,45661@43,Redgrave-Gummer,,0.016,"{But,you,spend,a,lot,of,the,film,pondering,the,idea,that,Danes,'s,coquettishness,will,"","",somehow,"","",age,into,Redgrave,'s,refinement,and,that,Gummer,will,become,her,own,mother,-,Streep,.}",21,1,26,1
93111@28_9-93111@28_0,93111@28,Rezko-Clinton,,0.09,"{Clinton,said,she,had,no,memory,of,posing,with,Rezko,"","",once,a,major,fundraiser,for,Obama,.}",9,1,0,1
113832@88_20-113832@88_9,113832@88,Kim-Johnny Drama,,0,"{Bonus,points,:,In,an,acting,turn,worthy,of,Johnny,Drama,himself,"","",Kevin,Dillon,played,the,weirdo,who,freed,Kim,from,the,animal,trap,.}",20,1,9,2
eng-NG-31-146450-10408779_683_57-eng-NG-31-146450-10408779_683_26,eng-NG-31-146450-10408779_683,Becky-Sarah,,0.006,"{Danielle,tupac,poem,layouts,down,between,that,Candace,and,inserted,I,'m,thinking,her,remaining,touched,Danielle,'s,got,up,to,pump,beside,tupac,poem,layouts,Sarah,remarked,the,look,when,Sarah,Holly,came,front,of,her,remaining,touched,Danielle,'s,on,her,to,give,clit,a.,""\\*"",Danielle,decided,out,a,on,the,lips,slipping,between,Becky,'s,violently,with,she,plunged,.}",57,1,26,1
68728@21_34-68728@21_38,68728@21,Bush-Karen Hughes,,0.01,"{Because,Barnett,'s,clientele,represents,a,bipartisan,Who,'s,Who,of,Washington,--,he,has,shepherded,book,deals,for,both,President,Bill,Clinton,and,Sen.,Hillary,Rodham,Clinton,"","",as,well,as,the,former,Bush,White,House,officials,Karen,Hughes,and,Ari,Fleischer,--,he,and,his,wife,have,occasionally,had,to,draw,boundaries,.}",34,1,38,2
67377@23_0-67377@23_33,67377@23,Baumbach-Jean-Luc Godard,,0.002,"{Baumbach,'s,last,movie,"","",``,The,Squid,and,the,Whale,'',-LRB-,a,high,point,of,the,2005,festival,-RRB-,"","",made,passing,reference,to,the,great,French,cineastes,Jean,Eustache,and,Jean-Luc,Godard,"","",and,``,Margot,at,the,Wedding,'',pushes,his,Francophilia,even,further,.}",0,1,33,2
59970@32_7-59970@32_5,59970@32,Edwards-Dodd,,0.01,"{Barbra,Streisand,supports,Clinton,"","",Dodd,"","",Edwards,and,Obama,.}",7,1,5,1
94591@55_17-94591@55_4,94591@55,Hillary Clinton-Migdalia Gomez,,0.076,"{Chavez,was,eating,with,Migdalia,Gomez,"","",30,"","",a,teacher,"","",who,is,more,sympathetic,to,Hillary,Clinton,"","",although,she,finds,her,``,very,complicated,.,''}",17,2,4,2
NYT_ENG_20071225.0042.LDC2009T13_1633_31-NYT_ENG_20071225.0042.LDC2009T13_1633_13,NYT_ENG_20071225.0042.LDC2009T13_1633,JoAnne Sellar-Dylan Tichenor,,0.012,"{by,Upton,Sinclair,;,director,of,photography,"","",Robert,Elswit,;,edited,by,Dylan,Tichenor,;,music,by,Jonny,Greenwood,;,production,designer,"","",Jack,Fisk,;,produced,by,Anderson,"","",JoAnne,Sellar,and,Daniel,Lupi,;,released,by,Paramount,Vantage,and,Miramax,Films,.}",31,2,13,2
AFP_ENG_20080416.0288.LDC2009T13_43_0-AFP_ENG_20080416.0288.LDC2009T13_43_36,AFP_ENG_20080416.0288.LDC2009T13_43,Benedict-Laura Bush,,0.044,"{Benedict,stepped,out,of,the,black,limousine,that,had,brought,him,from,the,papal,nuncio,to,the,South,Lawn,of,the,White,House,"","",where,he,was,met,by,President,George,W.,Bush,and,first,lady,Laura,Bush,.}",0,1,36,2
AFP_ENG_20080827.0013.LDC2009T13_141_29-AFP_ENG_20080827.0013.LDC2009T13_141_13,AFP_ENG_20080827.0013.LDC2009T13_141,Colin Powell-Obama,,0.254,"{Event,co-chairs,include,Caroline,Kennedy,--,part,of,a,vetting,team,that,helped,Obama,choose,his,vice,presidential,candidate,--,Alma,Powell,"","",wife,of,former,secretary,of,state,Colin,Powell,and,head,of,a,foundation,that,helps,children,"","",and,TIME,magazine,editor,Richard,Stengel,.}",29,2,13,1
60823@20_0-60823@20_4,60823@20,Ben-Dan,,0.03,"{Ben,is,better-humored,than,Dan,"","",and,he,certainly,looks,better,fed,.}",0,1,4,1
APW_ENG_20080917.1136.LDC2009T13_80_23-APW_ENG_20080917.1136.LDC2009T13_80_7,APW_ENG_20080917.1136.LDC2009T13_80,Jackie Hoffman-Olivia Newton-John,,0.004,"{Based,on,the,1980,movie,that,starred,Olivia,Newton-John,"","",the,stage,version,features,Kerry,Butler,"","",Cheyenne,Jackson,"","",Tony,Roberts,"","",Jackie,Hoffman,and,Mary,Testa,.}",23,2,7,2
AFP_ENG_20080429.0246.LDC2009T13_12_57-AFP_ENG_20080429.0246.LDC2009T13_12_13,AFP_ENG_20080429.0246.LDC2009T13_12,Yoko Ono-John Lennon,t,0.026,"{Lyrics,to,the,song,``,Give,Peace,A,Chance,'',"","",handwritten,by,John,Lennon,"","",are,expected,to,sell,for,up,to,""300,000"",pounds,-LRB-,""380,000"",euros,"","",""592,500"",dollars,-RRB-,in,July,"","",auctioneers,Christie,'s,said,Tuesday.The,song,was,written,by,Lennon,during,his,1969,``,bed-in,'',in,Montreal,when,he,and,wife,Yoko,Ono,checked,into,suite,1742,at,the,Queen,Elizabeth,Hotel,and,stayed,in,bed,for,eight,days,in,a,peace,protest,.}",57,2,13,2
eng-WL-11-174573-12958344_8_35-eng-WL-11-174573-12958344_8_43,eng-WL-11-174573-12958344_8,Jeanne-Jean-Pierre Léaud,,0.08,"{Last,Tango,in,Paris,-LRB-,Bernardo,Bertolucci,"","",1972,-RRB-,Grief-ridden,at,his,wife,'s,unexpected,suicide,"","",Marlon,Brando,'s,Paul,embarks,on,an,extremely,physical,and,ultimately,destructive,affair,with,Maria,Schneider,'s,Jeanne,"","",a,confused,and,neglected,girlfriend,of,Jean-Pierre,Léaud,'s,self-absored,filmmaker,.}",35,1,43,2
eng-WL-11-174595-12967979_25_13-eng-WL-11-174595-12967979_25_8,eng-WL-11-174595-12967979_25,David Beckham-Pink,,0.002,"{Here,are,new,pictures,"","",sent,in,by,Pink,reader,Vicky,"","",of,David,Beckham,playing,Mr.,Mom,as,he,drops,off,and,picks,up,his,sons,"","",Romeo,and,Brooklyn,"","",at,school,:}",13,2,8,1
APW_ENG_20081026.0656.LDC2009T13_835_21-APW_ENG_20081026.0656.LDC2009T13_835_50,APW_ENG_20081026.0656.LDC2009T13_835,George Lucas-Ellen DeGeneres,f,0.02,"{Among,them,:,Hollywood,producer,Stephen,Bing,-LRB-,$,""500,000"",-RRB-,;,actor,Brad,Pitt,-LRB-,$,""100,000"",-RRB-,;,producer,George,Lucas,and,Lucas,Films,-LRB-,$,""100,000"",combined,-RRB-,;,director,Steven,Spielberg,and,his,wife,"","",actress,Kate,Capshaw,-LRB-,$,""100,000"",-RRB-,;,talk,show,host,Ellen,DeGeneres,-LRB-,$,""100,000"",-RRB-,;,House,Speaker,Nancy,Pelosi,'s,campaign,fund,-LRB-,$,""10,000"",-RRB-,;,audio,systems,inventor,Ray,Dolby,and,his,wife,"","",Dagmar,"","",-LRB-,$,""135,000"",-RRB-,and,personal,finance,guru,Suze,Orman,-LRB-,$,""10,000"",.,-RRB-}",21,2,50,2
eng-WL-11-174592-12941522_18_5-eng-WL-11-174592-12941522_18_15,eng-WL-11-174592-12941522_18,Eva Longoria-Tony Parker,t,0.988,"{Sultry,``,Desperate,Housewife,'',Eva,Longoria,"","",the,wife,of,San,Antonio,Spurs,guard,Tony,Parker,"","",watched,his,team,lose,to,the,Sacramento,Kings,112-99,in,NBA,basketball,action,in,Sacramento,"","",Calif.,on,Monday,night,.}",5,2,15,2
eng-WL-11-174611-12980446_35_30-eng-WL-11-174611-12980446_35_0,eng-WL-11-174611-12980446_35,Sarah Palin-Amy Gwin,,0.024,"{Amy,Gwin,"","",43,"","",of,University,City,"","",grew,up,in,Alaska,and,competed,in,the,Miss,Wasilla,"","",Alaska,"","",competition,in,1984,against,GOP,vice,presidential,choice,Sarah,Palin,.}",30,2,0,2
NYT_ENG_20080829.0188.LDC2009T13_372_3-NYT_ENG_20080829.0188.LDC2009T13_372_31,NYT_ENG_20080829.0188.LDC2009T13_372,Ravi Coltrane-Geri Allen,,0.036,"{The,rest,of,Ravi,Coltrane,'s,quintet,is,made,up,of,high-profile,veterans,:,drummer,Jack,DeJohnette,"","",bassist,Charlie,Haden,and,another,Detroit-born,pianist,in,Alice,Coltrane,'s,mold,"","",Geri,Allen,.}",3,2,31,2
9130@12_0-9130@12_12,9130@12,Wintour-Phoebe Philo,,0.192,"{Wintour,has,also,been,busy,trying,to,find,a,new,employer,for,Phoebe,Philo,"","",the,English,star,who,left,Chloe,in,2005,.}",0,1,12,2
145173@42_20-145173@42_11,145173@42,Kay Hagan-Mark Warner,f,0.014,"{These,include,the,conservative,Ronnie,Musgrove,in,Mississippi,"","",Virginia,'s,Mark,Warner,"","",campaigning,as,a,moderate,"","",and,Kay,Hagan,"","",who,could,topple,Dole,in,North,Carolina,.}",20,2,11,2
APW_ENG_20070213.1568.LDC2009T13_185_17-APW_ENG_20070213.1568.LDC2009T13_185_20,APW_ENG_20070213.1568.LDC2009T13_185,Jonathan Dayton-Valerie Faris,t,0.382,"{``,This,is,a,place,for,artists,to,experiment,and,get,their,work,out,"","",'',said,Jonathan,Dayton,and,Valerie,Faris,"","",whose,big-screen,film,``,Little,Miss,Sunshine,'',is,up,for,four,Academy,Awards,this,year,"","",including,best,picture,.}",17,2,20,2
eng-WL-11-174595-12968481_5_16-eng-WL-11-174595-12968481_5_3,eng-WL-11-174595-12968481_5,Mark Vincent Kaplan-Britney Spears,,0.156,"{Yesterday,morning,"","",Britney,Spears,was,scheduled,to,be,deposed,by,ex-hubby,Kevin,Federline,'s,attorney,Mark,Vincent,Kaplan,and,the,big,question,all,morning,was,whether,or,not,she,was,going,to,show,up,on,time,to,give,her,deposition,which,actually,turned,into,whether,she,'d,show,up,at,all,.}",16,3,3,2
97469@10_11-97469@10_20,97469@10,Le Nouvel Observateur-Sarkozy,,0.04,"{After,the,interview,was,published,"","",she,issued,an,apology,to,Le,Nouvel,Observateur,"","",which,is,being,sued,by,Sarkozy,"","",53,"","",over,the,publication,on,its,Internet,site,of,a,text,message,that,it,said,he,had,sent,to,his,former,wife,"","",Cecilia,"","",asking,her,to,come,back,.}",11,3,20,1
96134@18_1-96134@18_39,96134@18,ALEXIS LARSEN-Sharon Jones,,0.024,"{--,ALEXIS,LARSEN,"","",Dayton,Daily,News,Artist,:,Sharon,Jones,&,amp,;,The,Dap-Kings,CD,title,:,``,100,days,"","",100,nights,Funky,modern,day,Motown,soul,is,alive,and,well,thanks,to,the,very,capable,Sharon,Jones,and,her,Dap-Kings,.}",1,2,39,2
23837@8_1-23837@8_10,23837@8,Michaels-Stranz,,0.008,"{While,Michaels,and,MacElroy,practice,"","",their,American,rivals,"","",Stranz,and,Fairchild,Van,Waldenberg,"","",a,flamboyantly,sleazy,brother-sister,team,"","",played,by,Will,Arnett,and,Amy,Poehler,-LRB-,who,are,husband,and,wife,-RRB-,"","",manipulate,their,drab,sister,Katie,-LRB-,Jenna,Fischer,-RRB-,into,spying,.}",1,1,10,1
NYT_ENG_20080708.0081.LDC2009T13_729_36-NYT_ENG_20080708.0081.LDC2009T13_729_47,NYT_ENG_20080708.0081.LDC2009T13_729,Allen-Julie Kavner,,0.06,"{The,second-oldest,angsting,"","",appropriately,enough,"","",turned,up,in,a,1989,review,of,a,Woody,Allen,film,"","",``,Oedipus,Wrecks,"","",'',in,the,Washington,Post,:,``,The,perfect,cast,includes,an,angsting,Allen,"","",Mia,Farrow,as,his,comically,colorless,shiksa,fiancee,"","",Julie,Kavner,as,a,sensually,frumpy,psychic,and,the,marvelous,Mae,Questel,.,''}",36,1,47,2
137770@41_35-137770@41_28,137770@41,Eddie Fisher-Debbie Reynolds,t,0.094,"{There,followed,a,similar,he-said,"","",she-said,"","",she-said,dramatization,of,the,immortal,love,triangle,of,Elizabeth,Taylor,-LRB-,Sherri,Shepherd,of,``,The,View,'',-RRB-,"","",Debbie,Reynolds,-LRB-,Dayle,Reyfel,-RRB-,and,Eddie,Fisher,-LRB-,Pack,-RRB-,"","",with,Roberts,in,a,cameo,as,Richard,Burton,.}",35,2,28,2
eng-NG-31-104469-11711116_52_16-eng-NG-31-104469-11711116_52_8,eng-NG-31-104469-11711116_52,Mike-Gary,,0,"{Along,with,Keil,there,was,:,Ed,"","",Gary,"","",Randy,"","",Kevin,"","",Patrick,"","",Mike,"","",and,myself,.}",16,1,8,1
APW_ENG_20080911.1018.LDC2009T13_218_0-APW_ENG_20080911.1018.LDC2009T13_218_24,APW_ENG_20080911.1018.LDC2009T13_218,Obama-Hillary Rodham Clinton,,0.026,"{Obama,and,Bill,Clinton,appeared,less,friendly,toward,each,other,at,times,during,Obama,'s,Democratic,primary,battle,with,Clinton,'s,wife,"","",Sen.,Hillary,Rodham,Clinton,of,New,York,.}",0,1,24,3
NYT_ENG_20070702.0286.LDC2009T13_805_24-NYT_ENG_20070702.0286.LDC2009T13_805_1,NYT_ENG_20070702.0286.LDC2009T13_805,John Starks-Randolph,,0.012,"{All,Randolph,has,to,do,is,look,at,the,Knicks,players,who,have,been,embraced,"","",among,them,Charles,Oakley,"","",Anthony,Mason,and,John,Starks,.}",24,2,1,1
APW_ENG_20080724.0792.LDC2009T13_927_17-APW_ENG_20080724.0792.LDC2009T13_927_49,APW_ENG_20080724.0792.LDC2009T13_927,Barack Obama-Nimr Hamad,,0.066,"{``,It,was,a,campaign,visit,"","",but,the,positive,thing,for,Palestinians,was,the,pledge,that,Barack,Obama,will,work,from,the,first,day,in,the,White,House,"","",if,he,gets,elected,"","",to,find,a,solution,to,the,Palestinian,issue,"","",'',said,Abbas,political,adviser,Nimr,Hamad,.}",17,2,49,2
APW_ENG_20070518.0421.LDC2009T13_4_17-APW_ENG_20070518.0421.LDC2009T13_4_9,APW_ENG_20070518.0421.LDC2009T13_4,Alain Juppe-Jean,,0.004,"{New,Cabinet,includes,Bernard,Kouchner,as,foreign,minister,"","",Jean,-,Louis,Borloo,as,economics,minister,and,Alain,Juppe,in,charge,of,environment,.}",17,2,9,1
NYT_ENG_20080727.0034.LDC2009T13_1925_4-NYT_ENG_20080727.0034.LDC2009T13_1925_6,NYT_ENG_20080727.0034.LDC2009T13_1925,Jim-Pauline,,0.046,"{Barbara,and,I,told,Jim,and,Pauline,"","",a,Scottish,couple,sitting,near,us,"","",that,we,were,in,the,midst,of,a,modest,culinary,tour,.}",4,1,6,1
NYT_ENG_20070528.0202.LDC2009T13_472_22-NYT_ENG_20070528.0202.LDC2009T13_472_14,NYT_ENG_20070528.0202.LDC2009T13_472,Chris Pronger-Jason Spezza,f,0.016,"{The,matchup,between,Ottawa,'s,top,line,of,Daniel,Alfredsson,"","",Dany,Heatley,and,Jason,Spezza,against,Anaheim,'s,premier,defensemen,"","",Chris,Pronger,and,Niedermayer,"","",pits,speed,versus,size,and,speed,.}",22,2,14,2
APW_ENG_20071116.1192.LDC2009T13_471_39-APW_ENG_20071116.1192.LDC2009T13_471_1,APW_ENG_20071116.1192.LDC2009T13_471,Austin Dillon-Richard Childress,,0.04,"{But,Richard,Childress,"","",the,car,owner,for,six,of,the,elder,Earnhardt,'s,seven,championships,and,driver,of,the,No.,3,before,The,Intimidator,"","",will,bring,the,number,back,at,the,request,of,his,17-year-old,grandson,"","",Austin,Dillon,.}",39,2,1,2
NYT_ENG_20080812.0018.LDC2009T13_57_28-NYT_ENG_20080812.0018.LDC2009T13_57_19,NYT_ENG_20080812.0018.LDC2009T13_57,Adrian Peterson-Scott,,0.016,"{On,the,basis,of,one,inside,handoff,"","",on,the,back,lot,in,Boulder,"","",on,Aug.,11,"","",Scott,can,not,be,declared,the,conference,'s,next,Adrian,Peterson,"","",Johnny,Rodgers,"","",Barry,Sanders,or,Rashaan,Salaam,"","",but,The,Kid,is,flat-out,"","",Flatirons,impressive,.}",28,2,19,1
NYT_ENG_20080817.0082.LDC2009T13_574_19-NYT_ENG_20080817.0082.LDC2009T13_574_31,NYT_ENG_20080817.0082.LDC2009T13_574,Jesse Owens-Spitz,,0.01,"{But,is,there,any,need,to,install,him,as,the,greatest,Olympian,ever,"","",compared,with,Jim,Thorpe,or,Jesse,Owens,or,Carl,Lewis,or,Al,Oerter,or,Jackie,Joyner-Kersee,or,Spitz,"","",just,to,name,a,few,Yanks,who,have,had,their,moments,in,the,sun,?}",19,2,31,1
AFP_ENG_20081109.5007.LDC2009T13_166_0-AFP_ENG_20081109.5007.LDC2009T13_166_12,AFP_ENG_20081109.5007.LDC2009T13_166,Benitez-Steven Gerrard,,0.016,"{Benitez,'s,side,went,ahead,against,Albion,in,the,34th,minute,when,Steven,Gerrard,'s,astute,pass,picked,out,Keane,and,the,Irish,forward,cleverly,lifted,his,shot,over,Scott,Carson,.}",0,1,12,2
APW_ENG_20071125.0351.LDC2009T13_132_2-APW_ENG_20071125.0351.LDC2009T13_132_6,APW_ENG_20071125.0351.LDC2009T13_132,Shaun Pollock-Makhaya Ntini,f,0.016,"{Bowling,:,Shaun,Pollock,10-4-21-0,"","",Makhaya,Ntini,9-0-62-1,-LRB-,1nb,"","",1w,-RRB-,"","",Andre,Nel,10-0-46-3,-LRB-,3w,-RRB-,"","",Albie,Morkel,10-0-54-1,-LRB-,1w,-RRB-,"","",Johan,Botha,9-0-44-1,"","",J.P.,Duminy,2-0-16-0,.}",2,2,6,2
APW_ENG_20080223.0300.LDC2009T13_297_16-APW_ENG_20080223.0300.LDC2009T13_297_2,APW_ENG_20080223.0300.LDC2009T13_297,Stuart Broad-James Anderson,,0,"{Bowling,:,James,Anderson,8-0-64-1,-LRB-,3w,-RRB-,"","",Ryan,Sidebottom,10-0-51-3,-LRB-,5w,-RRB-,"","",Stuart,Broad,6-0-41-0,"","",Paul,Collingwood,8-1-26-1,-LRB-,1w,-RRB-,"","",Dimitri,Mascarenhas,5-1-24-0,.}",16,2,2,2
eng-NG-31-140124-9873589_459_7-eng-NG-31-140124-9873589_459_10,eng-NG-31-140124-9873589_459,Howie Long-Lyle Alzado,f,0.044,"{The,defensive,line,was,nasty,"","",with,Howie,Long,"","",Lyle,Alzado,and,rookie,Greg,Townsend,up,front,.}",7,2,10,2
APW_ENG_20070628.1803.LDC2009T13_356_19-APW_ENG_20070628.1803.LDC2009T13_356_23,APW_ENG_20070628.1803.LDC2009T13_356,Barry Bonds-Ruth,,0.01,"{The,39-year-old,Thomas,shook,his,head,in,amazement,when,he,thought,about,joining,the,likes,of,Hank,Aaron,"","",Barry,Bonds,"","",Babe,Ruth,"","",Willie,Mays,and,Harmon,Killebrew,in,the,500,club,.}",19,2,23,1
APW_ENG_20070516.0101.LDC2009T13_607_26-APW_ENG_20070516.0101.LDC2009T13_607_37,APW_ENG_20070516.0101.LDC2009T13_607,Howard-Peter Lampack,,0,"{Among,those,who,gave,their,accounts,in,court,were,the,film,'s,director,"","",Breck,Eisner,"","",son,of,former,Disney,CEO,Michael,Eisner,;,producers,Howard,and,Karen,Baldwin,;,and,Cussler,'s,literary,agent,"","",Peter,Lampack,.}",26,1,37,2
eng-WL-11-174595-12967576_122_50-eng-WL-11-174595-12967576_122_31,eng-WL-11-174595-12967576_122,Brad Pitt-Xtina,,0.002,"{And,it,'s,not,that,I,'m,trying,to,be,cynical,but,we,know,that,Hollywood,romances,are,n't,known,as,the,most,resilient,things,around,...,here,'s,hoping,that,Xtina,and,Jordy,buck,the,trend,and,do,n't,end,up,like,Chad,Michael,Murray,&,Sophia,Bush,or,Brad,Pitt,&,Jennifer,Aniston,and,instead,turn,out,more,like,Britney,Spears,&,Kevin,Federline,or,Jennifer,Lopez,&,Marc,Anthony,...,yeah,"","",I,'m,still,shocked,they,'re,all,still,married,"","",too,.}",50,2,31,1
NYT_ENG_20080923.0169.LDC2009T13_1003_38-NYT_ENG_20080923.0169.LDC2009T13_1003_35,NYT_ENG_20080923.0169.LDC2009T13_1003,Ben Lynch-Isaiah Kacyvenski,,0.056,"{Among,the,dozen,living,athletes,"","",most,with,a,history,of,concussions,"","",who,have,agreed,to,donate,their,brains,for,examination,following,their,deaths,are,the,former,NFL,players,Johnson,"","",Frank,Wycheck,"","",Isaiah,Kacyvenski,and,Ben,Lynch,.}",38,2,35,2
149950@47_2-149950@47_11,149950@47,Axelrod-Lisa Brown,,0.054,"{Aside,from,Axelrod,and,Craig,"","",the,Obama,transition,announced,that,Lisa,Brown,"","",former,counsel,to,Vice,President,Al,Gore,"","",will,serve,as,staff,secretary,and,Christopher,P.,Lu,"","",a,top,aide,in,Obama,'s,Senate,office,"","",will,be,Cabinet,secretary,.}",2,1,11,2
AFP_ENG_20080811.0779.LDC2009T13_274_3-AFP_ENG_20080811.0779.LDC2009T13_274_0,AFP_ENG_20080811.0779.LDC2009T13_274,Roger Federer-Serena Williams,,0.068,"{Serena,Williams,"","",Roger,Federer,"","",Venus,Williams,and,Novak,Djokovic,will,follow,Nadal,in,quick,succession,on,Centre,Court,as,organisers,scramble,to,make,up,for,time,lost,to,rain,on,Sunday,.}",3,2,0,2
APW_ENG_20071220.1000.LDC2009T13_627_21-APW_ENG_20071220.1000.LDC2009T13_627_15,APW_ENG_20071220.1000.LDC2009T13_627,Abraham-Marwa,,0.01,"{The,pilgrims,also,walk,back,and,forth,seven,times,between,the,hills,of,Safa,and,Marwa,"","",re-enacting,the,search,by,Abraham,'s,wife,Hagar,for,water,for,her,infant,son,Ishmael,in,the,desert,.}",21,1,15,1
APW_ENG_20070723.0228.LDC2009T13_158_0-APW_ENG_20070723.0228.LDC2009T13_158_15,APW_ENG_20070723.0228.LDC2009T13_158,Wesley Snipes-Bruce Willis,f,0.006,"{Wesley,Snipes,and,Quincy,Jones,came,to,welcome,the,32-year-old,soccer,star,"","",as,did,Bruce,Willis,"","",Demi,Moore,and,Ashton,Kutcher,.}",0,2,15,2
APW_ENG_20080526.0301.LDC2009T13_247_12-APW_ENG_20080526.0301.LDC2009T13_247_23,APW_ENG_20080526.0301.LDC2009T13_247,Patrick-Bobby Rahal,,0.004,"{Among,those,who,were,n't,around,at,the,end,:,Kanaan,"","",Patrick,and,19-year-old,Graham,Rahal,"","",the,son,of,1986,winner,Bobby,Rahal,and,last-place,finisher,in,his,first,500,.}",12,1,23,2
NYT_ENG_20071019.0015.LDC2009T13_568_1-NYT_ENG_20071019.0015.LDC2009T13_568_23,NYT_ENG_20071019.0015.LDC2009T13_568,Mark Consuelos-Kelly,,0.118,"{Actor,Mark,Consuelos,of,All,My,Children,"","",a,USF,alum,and,his,wife,"","",Kelly,Ripa,"","",of,Live,with,Regis,and,Kelly,fame,"","",attended,with,Ripa,'s,agent,"","",Jim,Ornstein,"","",a,Rutgers,alum,.}",1,2,23,1
eng-WL-11-174572-12946251_1399_15-eng-WL-11-174572-12946251_1399_18,eng-WL-11-174572-12946251_1399,Jessica Simpson-Nick Lachey,t,0.456,"{AM,:,Have,you,experienced,in,your,own,life,--,I,'m,thinking,back,to,Jessica,Simpson,and,Nick,Lachey,--,is,it,possible,to,have,a,real,love,life,when,you,are,a,star,of,a,reality,show,or,does,it,become,a,problem,or,an,issue,?}",15,2,18,2
141093@17_13-141093@17_6,141093@17,Sorkin-Malina,,0.004,"{After,``,Sports,Night,"","",'',Malina,played,political,wonk,Will,Bailey,on,Sorkin,'s,``,The,West,Wing,.,''}",13,1,6,1
LTW_ENG_20070105.0056.LDC2009T13_214_17-LTW_ENG_20070105.0056.LDC2009T13_214_8,LTW_ENG_20070105.0056.LDC2009T13_214,Deborah-Moses,f,0.002,"{-LRB-,$,12.99,-RRB-,Action,figures,David,"","",Moses,"","",Noah,"","",Samson,"","",Queen,Esther,and,Deborah,the,Warrior,are,available,with,accessories,to,introduce,and,inspire,children,about,the,Bible,"","",says,Don,Levine,"","",who,also,created,the,G.I.,Joe,doll,.}",17,1,8,1
33683@49_26-33683@49_7,33683@49,Sylvia Plath-Hughes,,0.516,"{Among,the,documents,was,a,manuscript,that,Hughes,had,been,working,on,while,at,a,writer,'s,retreat,with,his,wife,"","",the,beloved,American,poet,Sylvia,Plath,.}",26,2,7,1
95160@4_28-95160@4_10,95160@4,Barack-Clinton,,0.004,"{And,though,these,days,he,himself,is,speaking,up,for,Clinton,"","",Koch,acknowledges,that,``,lots,of,people,--,Jews,and,others,--,will,be,voting,for,Barack,.,''}",28,1,10,1
84645@29_20-84645@29_60,84645@29,Giuliani-Judith,,0.108,"{Besides,the,use,of,France,'s,plane,and,at,least,$,""62,700"",in,contributions,from,France,and,his,employees,"","",Giuliani,appeared,at,three,NASCAR,races,this,year,"","",most,recently,in,November,at,the,finale,of,the,Ford,400,Nextel,Cup,finale,in,Homestead,"","",Fla.,"","",where,he,addressed,drivers,and,fans,and,"","",with,his,wife,"","",Judith,"","",took,a,lap,around,the,track,in,the,official,pace,vehicle,.}",20,1,60,1
8819@49_33-8819@49_46,8819@49,Hall-Mario Batali,,0.004,"{As,it,happens,"","",there,'s,even,a,larger,meaning,to,the,battle,between,Vigneron,"","",who,came,to,the,competition,from,one,of,Joel,Robuchon,'s,restaurants,in,Las,Vegas,"","",and,Hall,"","",who,came,from,the,restaurant,Casa,Mono,"","",partly,owned,by,Mario,Batali,"","",in,Manhattan,.}",33,1,46,2
